stream;ndim;nsamples;detector;lr_strategy;seq_len;hidden_size;mse;mae_warmup;mae
generate_trend_drift;5;20000;PageHinkley;increase_lr_only;32;[16];1.358366510684461;0.9281924702832012;0.9285918620227722
generate_trend_drift;5;20000;PageHinkley;increase_lr_only;32;[32, 32];1.3897241860614975;0.9400927938614752;0.939601397490687
generate_trend_drift;5;20000;PageHinkley;increase_lr_only;32;[64, 64];1.3299402155122293;0.9191989662598976;0.9187920579686014
generate_trend_drift;5;20000;PageHinkley;increase_lr_only;64;[16];1.515852981141337;0.9810136566621382;0.9810496248255512
generate_trend_drift;5;20000;PageHinkley;increase_lr_only;64;[32, 32];1.3905712939565908;0.9394839781290668;0.9392015752864682
generate_trend_drift;5;20000;PageHinkley;increase_lr_only;64;[64, 64];1.4152334445138592;0.94819492730535;0.9480986589738534
generate_trend_drift;5;20000;PageHinkley;increase_and_decay_lr;16;[16];1.2803630037819271;0.9019483384020798;0.9017798844053805
generate_trend_drift;5;20000;PageHinkley;increase_and_decay_lr;16;[32, 32];1.2698679598741975;0.8997276660311936;0.8993629504929486
generate_trend_drift;5;20000;PageHinkley;increase_and_decay_lr;16;[64, 64];1.2729946879812257;0.9006425751108156;0.9002187622978006
generate_trend_drift;5;20000;PageHinkley;increase_and_decay_lr;32;[16];1.3158250806930785;0.9157516686270768;0.9159451894109878
generate_trend_drift;5;20000;PageHinkley;increase_and_decay_lr;32;[32, 32];1.2614101321861455;0.89643470844231;0.8962151569139678
generate_trend_drift;5;20000;PageHinkley;increase_and_decay_lr;32;[64, 64];1.3177840613499985;0.9155833663904973;0.9154669794116694
generate_trend_drift;5;20000;PageHinkley;increase_and_decay_lr;64;[16];1.3846639411384352;0.9378419745649865;0.9382325364265555
generate_trend_drift;5;20000;PageHinkley;increase_and_decay_lr;64;[32, 32];1.2914246164779344;0.9052776462600098;0.90568528762446
generate_trend_drift;5;20000;PageHinkley;increase_and_decay_lr;64;[64, 64];1.3170193525847425;0.9143321957872735;0.9145352840655293
generate_trend_drift;5;50000;ADWIN;increase_lr_only;16;[16];1.3048476287801283;0.9111251395163172;0.9112224176176674
generate_trend_drift;5;50000;ADWIN;increase_lr_only;16;[32, 32];1.2955155774704885;0.9085842749033753;0.9084314647912931
generate_trend_drift;5;50000;ADWIN;increase_lr_only;16;[64, 64];1.3011891756475207;0.9099820873699802;0.9097748947308653
generate_trend_drift;5;50000;ADWIN;increase_lr_only;32;[16];1.3849896701935536;0.939315953090583;0.939285224031632
generate_trend_drift;5;50000;ADWIN;increase_lr_only;32;[32, 32];1.3079511254615894;0.9118866425095682;0.9117750313040257
generate_trend_drift;5;50000;ADWIN;increase_lr_only;32;[64, 64];1.3245895532956762;0.9181875771110268;0.9180261726354572
generate_trend_drift;5;50000;ADWIN;increase_lr_only;64;[16];1.5190067762283022;0.9811280785814893;0.9810579341479083
generate_trend_drift;5;50000;ADWIN;increase_lr_only;64;[32, 32];1.2739003923041172;0.8989802927372299;0.899176683221836
generate_trend_drift;5;50000;ADWIN;increase_lr_only;64;[64, 64];1.33309200856823;0.9196840124973789;0.9197887158048486
generate_trend_drift;5;50000;ADWIN;increase_and_decay_lr;16;[16];1.282014642966858;0.9032639787403218;0.9032026780475582
generate_trend_drift;5;50000;ADWIN;increase_and_decay_lr;16;[32, 32];1.24911245486406;0.891838352556232;0.8917560650571756
generate_trend_drift;5;50000;ADWIN;increase_and_decay_lr;16;[64, 64];1.2623033952744553;0.8963089459535586;0.8962271105077431
generate_trend_drift;5;50000;ADWIN;increase_and_decay_lr;32;[16];1.2811694174458463;0.9026631759622421;0.9028344789471894
generate_trend_drift;5;50000;ADWIN;increase_and_decay_lr;32;[32, 32];1.2706236920517884;0.8989899918456765;0.8988947065305853
generate_trend_drift;5;50000;ADWIN;increase_and_decay_lr;32;[64, 64];1.2414360180763662;0.8884491058741911;0.8884164996102532
generate_trend_drift;5;50000;ADWIN;increase_and_decay_lr;64;[16];1.2726310887758367;0.8994384282862071;0.8995575373408942
generate_trend_drift;5;50000;ADWIN;increase_and_decay_lr;64;[32, 32];1.249282591435366;0.8907166376205413;0.8908755112803747
generate_trend_drift;5;50000;ADWIN;increase_and_decay_lr;64;[64, 64];1.2279526183799407;0.8831009259365253;0.8833426671787185
generate_trend_drift;5;50000;PageHinkley;increase_lr_only;16;[16];1.3733484840888845;0.935441247243395;0.9352636934019847
generate_trend_drift;5;50000;PageHinkley;increase_lr_only;16;[32, 32];1.308939074379982;0.9131437153058131;0.9129425674037729
generate_trend_drift;5;50000;PageHinkley;increase_lr_only;16;[64, 64];1.3537089782991332;0.9285538295609975;0.9283397364006503
generate_trend_drift;5;50000;PageHinkley;increase_lr_only;32;[16];1.4060469403882485;0.9464823660653527;0.9463402476259234
generate_trend_drift;5;50000;PageHinkley;increase_lr_only;32;[32, 32];1.2551760086854962;0.8933448500058643;0.893211879786265
generate_trend_drift;5;50000;PageHinkley;increase_lr_only;32;[64, 64];1.2819302771308316;0.9024476381194472;0.902386275037176
generate_trend_drift;5;50000;PageHinkley;increase_lr_only;64;[16];1.4966017535014413;0.973933324912267;0.9738700112783897
generate_trend_drift;5;50000;PageHinkley;increase_lr_only;64;[32, 32];1.2989363719532263;0.9081030059040718;0.9082014683336532
